model,MAE,RMSE,R2
RandomForest,190.67695898396894,1355.23360890787,0.08563913759805997
GradientBoosting,193.20399842626512,1360.7514804186917,0.07817828832096685
Tuned_GradientBoosting,196.75216780583753,1365.9697500144416,0.07109464713841607
Ridge_log_y,180.3373458057814,1423.797565472035,-0.009219873232730214
SVR_RBF_log_y,179.16037308914213,1423.9230603762212,-0.00939778831838356
DummyMean,204.71802905013092,1423.9369081060113,-0.00941742131145773
